LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
3.0,9.0,2.0,4.0,6.0,16.0,5.0,0.11,8.0,5.0,1.0,19.0,1.0,0.0,40.0,0.0,3.0,0.6,34.81,20.0,13922.53,0.23,138.0,0.05,773.47,696.13,0.2,4.0,8.0,16.0,0.09,48.0,90.0,18.0,15.0,55.0,20.0,44.0,1
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.07,0.0,1.0,1.0,13.0,1.0,0.0,15.0,0.0,0.0,0.0,50.84,10.29,5378.95,0.17,121.0,0.1,298.83,522.95,1.0,0.0,0.0,14.0,0.06,48.0,73.0,14.0,6.0,18.0,6.25,15.0,0
4.0,7.0,4.0,0.0,6.0,10.0,4.0,0.17,4.0,2.0,0.5,17.0,3.0,0.67,23.0,0.0,3.0,0.75,30.86,10.13,3163.84,0.1,65.0,0.1,175.77,312.48,0.75,3.0,5.0,15.0,0.11,27.0,38.0,16.0,12.0,35.0,20.69,23.0,0
19.0,31.0,7.0,4.0,18.0,48.0,16.0,0.17,18.0,3.0,0.19,60.0,8.0,0.47,91.0,0.0,2.0,0.13,39.91,54.17,117104.81,0.72,396.0,0.02,6505.82,2161.93,0.5,15.0,24.0,46.0,0.12,130.0,266.0,24.0,20.0,134.0,19.47,95.0,1
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.02,0.0,1.0,1.0,2.0,1.0,0.0,59.0,0.0,1.0,1.0,480.28,2.85,3901.07,0.46,229.0,0.35,216.73,1368.8,1.0,0.0,0.0,3.0,0.02,114.0,115.0,60.0,3.0,61.0,0.0,59.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,7.49,3.0,67.38,0.01,8.0,0.33,3.74,22.46,1.0,0.0,0.0,3.0,0.25,1.0,7.0,1.0,6.0,4.0,0.0,2.0,0
12.0,37.0,0.0,21.0,18.0,64.0,19.0,0.28,28.0,1.0,0.05,63.0,6.0,0.28,48.0,0.0,15.0,0.79,53.41,27.11,39254.49,0.48,254.0,0.04,2180.81,1447.91,0.32,18.0,33.0,46.0,0.18,122.0,132.0,36.0,16.0,104.0,44.83,69.0,1
5.0,17.0,3.0,4.0,26.0,22.0,9.0,0.24,8.0,3.0,0.33,28.0,8.0,0.88,34.0,0.0,3.0,0.33,25.12,28.82,20871.52,0.24,139.0,0.03,1159.53,724.11,0.89,7.0,11.0,21.0,0.13,49.0,90.0,17.0,20.0,71.0,46.88,38.0,1
15.0,1.0,16.0,2.0,45.0,0.0,1.0,0.01,0.0,1.0,1.0,31.0,1.0,0.0,117.0,0.0,1.0,1.0,177.34,14.78,38737.03,0.87,417.0,0.07,2152.06,2621.01,1.0,0.0,0.0,32.0,0.01,201.0,216.0,68.0,10.0,181.0,28.66,119.0,0
6.0,1.0,13.0,2.0,2.0,0.0,1.0,0.06,0.0,1.0,1.0,20.0,1.0,0.0,15.0,0.0,1.0,1.0,17.64,23.25,9537.7,0.14,105.0,0.04,529.87,410.22,1.0,0.0,0.0,21.0,0.04,31.0,74.0,6.0,9.0,27.0,21.05,17.0,0
17.0,59.0,8.0,8.0,87.0,96.0,30.0,0.19,38.0,18.0,0.6,119.0,20.0,0.66,153.0,0.0,20.0,0.67,61.35,61.06,228723.65,1.25,622.0,0.02,12706.87,3745.91,0.67,29.0,49.0,91.0,0.11,223.0,399.0,42.0,23.0,267.0,38.31,161.0,1
32.0,27.0,9.0,2.0,14.0,40.0,14.0,0.1,16.0,8.0,0.57,80.0,7.0,0.46,145.0,0.0,2.0,0.14,112.36,60.91,416860.11,2.28,1065.0,0.02,23158.9,6843.97,0.5,12.0,20.0,68.0,0.07,402.0,663.0,66.0,20.0,195.0,9.94,147.0,0
7.0,3.0,4.0,1.0,6.0,4.0,1.0,0.08,2.0,1.0,1.0,10.0,1.0,0.0,11.0,0.0,1.0,1.0,43.76,5.41,1281.7,0.08,51.0,0.18,71.21,236.84,1.0,1.0,2.0,10.0,0.04,23.0,28.0,17.0,8.0,27.0,38.89,12.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07,0.0,1.0,1.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,2.17,6.0,78.0,0.0,13.0,0.17,4.33,13.0,1.0,0.0,0.0,3.0,0.07,12.0,1.0,1.0,1.0,15.0,0.0,14.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,16.21,2.25,82.12,0.01,13.0,0.44,4.56,36.5,1.0,0.0,0.0,3.0,0.17,6.0,7.0,4.0,3.0,6.0,0.0,5.0,1
3.0,3.0,2.0,2.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,2.0,1.0,21.94,5.83,746.67,0.04,32.0,0.17,41.48,128.0,0.5,1.0,2.0,6.0,0.15,15.0,17.0,9.0,7.0,13.0,25.0,8.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,2.15,6.5,91.0,0.0,14.0,0.15,5.06,14.0,1.0,0.0,0.0,3.0,0.06,13.0,1.0,1.0,1.0,17.0,0.0,16.0,1
20.0,23.0,4.0,20.0,34.0,38.0,12.0,0.14,16.0,7.0,0.58,47.0,7.0,0.55,65.0,0.0,10.0,0.83,41.17,45.26,84328.48,0.62,303.0,0.02,4684.92,1863.37,0.58,11.0,19.0,37.0,0.08,139.0,164.0,43.0,28.0,144.0,45.38,85.0,0
16.0,25.0,4.0,8.0,0.0,48.0,13.0,0.14,24.0,13.0,1.0,54.0,1.0,0.0,86.0,0.0,13.0,1.0,64.05,27.63,48905.89,0.59,309.0,0.04,2716.99,1769.93,0.08,12.0,24.0,43.0,0.12,140.0,169.0,38.0,15.0,112.0,8.51,94.0,1
11.0,17.0,3.0,2.0,10.0,30.0,9.0,0.24,14.0,6.0,0.67,32.0,4.0,0.38,35.0,0.0,6.0,0.67,41.51,14.7,8965.1,0.2,118.0,0.07,498.06,610.05,0.44,8.0,15.0,25.0,0.15,52.0,66.0,23.0,13.0,60.0,25.53,37.0,1
3.0,17.0,2.0,0.0,0.0,20.0,9.0,0.41,4.0,3.0,0.33,22.0,8.0,0.88,22.0,0.0,3.0,0.33,23.07,16.69,6428.97,0.13,81.0,0.06,357.17,385.15,0.89,8.0,10.0,15.0,0.33,31.0,50.0,13.0,14.0,27.0,0.0,22.0,1
13.0,21.0,5.0,0.0,13.0,38.0,11.0,0.23,18.0,10.0,0.91,45.0,3.0,0.2,47.0,0.0,11.0,1.0,57.27,21.0,25257.03,0.4,219.0,0.05,1403.17,1202.72,0.27,10.0,19.0,36.0,0.15,93.0,126.0,31.0,14.0,75.0,21.67,47.0,1
0.0,3.0,4.0,1.0,1.0,4.0,2.0,0.13,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,2.0,1.0,40.28,7.2,2088.0,0.1,58.0,0.14,116.0,290.0,0.5,1.0,2.0,8.0,0.11,24.0,34.0,20.0,12.0,18.0,12.5,15.0,1
11.0,39.0,3.0,0.0,10.0,66.0,20.0,0.31,28.0,12.0,0.6,71.0,9.0,0.42,64.0,0.0,17.0,0.85,58.3,24.23,34221.26,0.47,249.0,0.04,1901.18,1412.43,0.45,19.0,33.0,53.0,0.23,106.0,143.0,35.0,16.0,87.0,13.51,64.0,1
10.0,21.0,5.0,10.0,19.0,38.0,11.0,0.14,18.0,7.0,0.64,50.0,6.0,0.5,69.0,0.0,8.0,0.73,66.32,31.67,66500.0,0.7,350.0,0.03,3694.44,2100.0,0.55,10.0,19.0,41.0,0.1,150.0,200.0,45.0,19.0,111.0,29.59,79.0,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.2,1.0,3.0,1.0,3.0,5.0,33.33,2.0,0
4.0,7.0,5.0,0.0,9.0,12.0,4.0,0.17,6.0,4.0,1.0,18.0,1.0,0.0,23.0,0.0,4.0,1.0,58.64,6.33,2352.09,0.12,81.0,0.16,130.66,371.38,0.25,3.0,6.0,16.0,0.1,38.0,43.0,18.0,6.0,39.0,28.13,23.0,1
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.09,0.0,1.0,1.0,10.0,1.0,0.0,11.0,0.0,0.0,0.0,40.77,8.59,3009.17,0.12,84.0,0.12,167.18,350.27,1.0,0.0,0.0,11.0,0.06,27.0,57.0,11.0,7.0,16.0,8.33,11.0,0
1.0,3.0,1.0,0.0,1.0,4.0,2.0,0.2,2.0,1.0,0.5,7.0,1.0,0.0,10.0,0.0,2.0,1.0,9.08,7.5,510.86,0.02,19.0,0.13,28.38,68.11,0.5,1.0,2.0,7.0,0.14,5.0,14.0,3.0,9.0,14.0,9.09,10.0,0
7.0,11.0,2.0,2.0,2.0,20.0,6.0,0.17,10.0,4.0,0.67,26.0,1.0,0.0,33.0,0.0,6.0,1.0,24.34,30.8,23085.59,0.25,139.0,0.03,1282.53,749.53,0.17,5.0,10.0,22.0,0.13,56.0,83.0,20.0,22.0,48.0,10.81,35.0,0
55.0,5.0,4.0,0.0,4.0,8.0,3.0,0.08,4.0,3.0,1.0,17.0,1.0,0.0,37.0,0.0,3.0,1.0,42.02,14.54,8882.16,0.2,137.0,0.07,493.45,610.94,0.33,2.0,4.0,16.0,0.03,42.0,95.0,13.0,9.0,99.0,9.76,37.0,0
4.0,9.0,8.0,0.0,5.0,16.0,5.0,0.23,8.0,5.0,1.0,21.0,1.0,0.0,22.0,0.0,0.0,0.0,20.73,9.0,1679.04,0.06,49.0,0.11,93.28,186.56,0.2,4.0,8.0,18.0,0.15,18.0,31.0,7.0,7.0,33.0,18.52,22.0,0
0.0,5.0,3.0,0.0,1.0,6.0,3.0,0.33,2.0,2.0,0.67,10.0,3.0,1.0,9.0,0.0,3.0,1.0,20.32,10.91,2418.05,0.07,49.0,0.09,134.34,221.65,1.0,2.0,3.0,9.0,0.21,20.0,29.0,11.0,12.0,14.0,10.0,9.0,0
6.0,29.0,4.0,2.0,2.0,48.0,15.0,0.33,20.0,11.0,0.73,50.0,1.0,0.0,44.0,0.0,15.0,1.0,57.07,16.09,14779.23,0.31,175.0,0.06,821.07,918.39,0.07,14.0,24.0,37.0,0.27,79.0,96.0,27.0,11.0,56.0,8.33,46.0,0
2.0,5.0,2.0,0.0,3.0,8.0,3.0,0.12,4.0,3.0,1.0,11.0,1.0,0.0,26.0,0.0,3.0,1.0,37.91,14.32,7772.51,0.18,105.0,0.07,431.81,542.84,0.33,2.0,4.0,10.0,0.08,45.0,60.0,22.0,14.0,37.0,10.34,26.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,2.0,0
0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,1.0,0.25,10.0,1.0,0.0,15.0,0.0,4.0,1.0,24.32,6.0,875.68,0.05,35.0,0.17,48.65,145.95,0.25,0.0,0.0,8.0,0.2,12.0,23.0,9.0,9.0,20.0,6.25,16.0,0
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,16.14,3.5,197.65,0.02,17.0,0.29,10.98,56.47,1.0,0.0,0.0,5.0,0.17,7.0,10.0,5.0,5.0,6.0,0.0,4.0,0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,17.09,8.0,1093.93,0.05,35.0,0.13,60.77,136.74,1.0,0.0,0.0,4.0,0.11,14.0,21.0,7.0,8.0,9.0,0.0,6.0,0
9.0,25.0,6.0,33.0,3.0,20.0,18.0,0.2,10.0,6.0,0.33,56.0,1.0,0.0,57.0,0.0,17.0,0.94,41.34,39.71,65167.57,0.55,279.0,0.03,3620.42,1641.26,0.06,5.0,10.0,40.0,0.17,108.0,171.0,34.0,25.0,106.0,38.71,90.0,1
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,1.0,0.5,27.03,5.09,700.55,0.05,33.0,0.2,38.92,137.61,0.5,1.0,2.0,6.0,0.2,16.0,17.0,11.0,7.0,10.0,0.0,8.0,0
0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.4,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,0.0,0.0,13.66,4.2,240.91,0.02,16.0,0.24,13.38,57.36,0.5,1.0,2.0,5.0,0.25,6.0,10.0,5.0,7.0,8.0,16.67,5.0,0
11.0,7.0,4.0,3.0,15.0,12.0,4.0,0.11,6.0,3.0,0.75,23.0,1.0,0.0,35.0,0.0,0.0,0.0,33.4,23.24,18037.61,0.26,149.0,0.04,1002.09,776.21,0.25,3.0,6.0,21.0,0.06,61.0,88.0,21.0,16.0,66.0,33.96,38.0,0
1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.2,0.0,1.0,1.0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,13.16,4.5,266.43,0.02,16.0,0.22,14.8,59.21,1.0,0.0,0.0,4.0,0.09,4.0,12.0,4.0,9.0,11.0,37.5,5.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,6.0,0.0,0.0,15.51,1.0,0.0,0.0,2.0,0.25,0.0,6.0,0.0,6.0,4.0,0.0,2.0,0
0.0,3.0,2.0,0.0,1.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,2.0,1.0,19.46,7.5,1094.61,0.05,35.0,0.13,60.81,145.95,0.5,1.0,2.0,6.0,0.17,15.0,20.0,9.0,9.0,12.0,11.11,8.0,1
3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,1.0,1.0,78.68,1.71,231.23,0.04,33.0,0.58,12.85,134.89,1.0,0.0,0.0,3.0,0.07,16.0,17.0,14.0,3.0,14.0,0.0,10.0,0
5.0,3.0,1.0,0.0,10.0,4.0,2.0,0.04,2.0,2.0,1.0,10.0,1.0,0.0,50.0,0.0,2.0,1.0,21.49,37.0,29423.69,0.27,184.0,0.03,1634.65,795.23,0.5,1.0,2.0,10.0,0.03,74.0,110.0,10.0,10.0,67.0,16.67,50.0,1
1.0,9.0,1.0,1.0,23.0,14.0,5.0,0.22,6.0,2.0,0.4,16.0,1.0,0.0,22.0,0.0,5.0,1.0,15.66,18.2,5186.72,0.09,63.0,0.05,288.15,284.98,0.2,4.0,7.0,13.0,0.09,28.0,35.0,10.0,13.0,53.0,52.17,23.0,1
2.0,11.0,1.0,3.0,2.0,18.0,6.0,0.22,8.0,3.0,0.5,20.0,6.0,1.0,24.0,0.0,4.0,0.67,19.24,26.13,13132.25,0.17,98.0,0.04,729.57,502.67,1.0,5.0,9.0,16.0,0.18,44.0,54.0,16.0,19.0,33.0,17.24,27.0,0
1.0,9.0,4.0,4.0,0.0,16.0,5.0,0.14,8.0,5.0,1.0,19.0,1.0,0.0,31.0,0.0,5.0,1.0,28.81,17.87,9204.66,0.17,106.0,0.06,511.37,514.95,0.2,4.0,8.0,16.0,0.13,44.0,62.0,16.0,13.0,39.0,11.43,35.0,1
5.0,25.0,13.0,6.0,8.0,36.0,13.0,0.25,12.0,7.0,0.54,49.0,9.0,0.67,47.0,0.0,8.0,0.62,36.14,19.59,13863.97,0.24,133.0,0.05,770.22,707.82,0.69,12.0,21.0,38.0,0.19,53.0,80.0,23.0,17.0,68.0,22.95,53.0,0
2.0,19.0,5.0,3.0,2.0,28.0,10.0,0.29,10.0,4.0,0.4,36.0,7.0,0.67,32.0,0.0,7.0,0.7,63.39,12.07,9234.01,0.26,141.0,0.08,513.0,765.1,0.7,9.0,16.0,28.0,0.24,50.0,91.0,29.0,14.0,41.0,13.51,35.0,0
6.0,30.0,1.0,4.0,19.0,48.0,16.0,0.23,22.0,4.0,0.25,53.0,8.0,0.47,67.0,0.0,6.0,0.38,50.67,23.63,28282.32,0.4,209.0,0.04,1571.24,1197.14,0.5,13.0,24.0,39.0,0.16,72.0,137.0,32.0,21.0,98.0,25.56,71.0,0
83.0,23.0,69.0,10.0,86.0,40.0,12.0,0.07,18.0,9.0,0.75,197.0,6.0,0.45,151.0,0.0,9.0,0.75,420.73,16.3,111839.02,2.29,908.0,0.06,6213.28,6859.57,0.5,11.0,20.0,187.0,0.04,328.0,580.0,171.0,17.0,332.0,38.87,161.0,0
5.0,7.0,4.0,0.0,6.0,10.0,4.0,0.17,4.0,2.0,0.5,17.0,3.0,0.67,23.0,0.0,3.0,0.75,28.62,10.8,3337.93,0.1,65.0,0.09,185.44,309.07,0.75,3.0,5.0,15.0,0.11,27.0,38.0,15.0,12.0,36.0,20.69,23.0,0
2.0,19.0,0.0,1.0,4.0,20.0,10.0,0.53,2.0,1.0,0.1,22.0,10.0,1.0,18.0,0.0,4.0,0.4,29.77,12.0,4286.8,0.12,76.0,0.08,238.16,357.23,1.0,9.0,25.0,14.0,0.37,24.0,52.0,13.0,13.0,27.0,21.74,19.0,0
0.0,7.0,1.0,0.0,0.0,10.0,4.0,0.8,2.0,4.0,1.0,12.0,1.0,0.0,5.0,0.0,4.0,1.0,14.75,8.0,944.22,0.04,31.0,0.13,52.46,118.03,0.25,4.0,5.0,10.0,0.57,12.0,19.0,6.0,8.0,7.0,0.0,5.0,0
4.0,1.0,5.0,0.0,2.0,0.0,1.0,0.03,0.0,1.0,1.0,6.0,1.0,0.0,39.0,0.0,1.0,1.0,175.2,4.49,3527.63,0.26,144.0,0.22,195.98,786.16,1.0,0.0,0.0,7.0,0.02,70.0,74.0,39.0,5.0,48.0,4.88,39.0,0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,0.17,3.0,1.0,0.0,0.0,3.0,0.14,2.0,1.0,1.0,1.0,7.0,0.0,4.0,0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,6.0,1.0,0.0,5.0,0.0,2.0,1.0,8.0,4.5,162.0,0.01,12.0,0.22,9.0,36.0,0.5,1.0,2.0,6.0,0.29,3.0,9.0,2.0,6.0,7.0,0.0,5.0,0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08,0.0,1.0,1.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,55.45,3.54,694.24,0.07,48.0,0.28,38.57,196.2,1.0,0.0,0.0,3.0,0.07,23.0,25.0,13.0,4.0,15.0,7.69,13.0,0
2.0,5.0,1.0,22.0,0.0,16.0,3.0,0.1,4.0,2.0,0.67,10.0,1.0,0.0,9.0,0.0,3.0,1.0,36.38,9.38,3202.41,0.11,71.0,0.11,177.91,341.32,0.33,6.0,8.0,9.0,0.06,29.0,42.0,17.0,11.0,47.0,70.97,31.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,16.84,1.5,37.9,0.01,9.0,0.67,2.11,25.27,1.0,0.0,0.0,2.0,0.2,4.0,5.0,4.0,3.0,5.0,0.0,3.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,13.0,3.0,117.0,0.01,13.0,0.33,6.5,39.0,1.0,0.0,0.0,2.0,0.2,6.0,7.0,4.0,4.0,5.0,0.0,3.0,0
10.0,21.0,3.0,0.0,9.0,42.0,11.0,0.24,20.0,8.0,0.73,48.0,1.0,0.0,46.0,0.0,8.0,0.73,46.02,21.7,21662.42,0.33,184.0,0.05,1203.47,998.43,0.09,11.0,21.0,39.0,0.16,81.0,103.0,28.0,15.0,67.0,16.36,46.0,0
49.0,3.0,4.0,1.0,64.0,4.0,2.0,0.01,2.0,1.0,0.5,138.0,1.0,0.0,138.0,0.0,2.0,1.0,566.04,32.79,608439.24,6.19,2410.0,0.03,33802.18,18558.06,0.5,1.0,2.0,138.0,0.01,1071.0,1339.0,196.0,12.0,254.0,32.02,139.0,0
2.0,3.0,2.0,1.0,0.0,4.0,2.0,0.17,2.0,1.0,0.5,8.0,1.0,0.0,11.0,1.0,2.0,1.0,21.89,11.0,2648.9,0.08,54.0,0.09,147.16,240.81,0.5,1.0,2.0,8.0,0.13,22.0,32.0,11.0,11.0,16.0,8.33,12.0,0
3.0,9.0,1.0,0.0,2.0,16.0,5.0,0.21,8.0,2.0,0.4,19.0,1.0,0.0,24.0,0.0,5.0,1.0,20.26,14.0,3970.88,0.09,59.0,0.07,220.6,283.63,0.2,4.0,8.0,16.0,0.16,21.0,38.0,12.0,16.0,31.0,7.69,24.0,1
0.0,5.0,0.0,2.0,0.0,6.0,3.0,0.27,2.0,1.0,0.33,8.0,3.0,1.0,9.0,0.0,3.0,1.0,17.56,6.75,800.12,0.04,29.0,0.15,44.45,118.54,1.0,2.0,3.0,7.0,0.2,12.0,17.0,8.0,9.0,15.0,18.18,11.0,0
7.0,13.0,6.0,4.0,6.0,20.0,7.0,0.17,8.0,5.0,0.71,33.0,6.0,0.83,37.0,0.0,5.0,0.71,47.28,10.79,5503.58,0.17,105.0,0.09,305.75,510.09,0.86,6.0,10.0,28.0,0.13,41.0,64.0,19.0,10.0,56.0,21.28,41.0,0
3.0,7.0,0.0,1.0,1.0,10.0,4.0,0.29,4.0,1.0,0.25,11.0,3.0,0.67,13.0,2.0,4.0,1.0,18.91,10.45,2065.48,0.07,45.0,0.1,114.75,197.65,0.75,3.0,5.0,9.0,0.19,19.0,26.0,10.0,11.0,21.0,13.33,14.0,0
6.0,15.0,2.0,0.0,3.0,22.0,8.0,0.14,8.0,4.0,0.5,24.0,5.0,0.57,57.0,0.0,8.0,1.0,52.14,25.15,32970.33,0.44,230.0,0.04,1831.69,1311.1,0.63,7.0,11.0,18.0,0.11,95.0,135.0,34.0,18.0,72.0,5.0,57.0,0
36.0,153.0,5.0,39.0,14.0,180.0,102.0,0.29,80.0,17.0,0.17,279.0,32.0,0.31,308.0,0.0,29.0,0.28,46.77,132.28,818318.31,2.06,847.0,0.01,45462.13,6186.3,0.31,50.0,90.0,179.0,0.26,316.0,531.0,86.0,72.0,399.0,14.68,347.0,1
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.25,4.0,1.0,0.33,9.0,1.0,0.0,12.0,0.0,3.0,1.0,17.92,4.0,286.8,0.02,20.0,0.25,15.93,71.7,0.33,2.0,4.0,8.0,0.18,8.0,12.0,6.0,6.0,17.0,0.0,12.0,0
2.0,7.0,0.0,1.0,0.0,8.0,4.0,0.44,2.0,1.0,0.25,9.0,1.0,0.0,8.0,3.0,4.0,1.0,22.78,6.36,922.39,0.05,33.0,0.16,51.24,144.95,0.25,3.0,4.0,7.0,0.27,14.0,19.0,11.0,10.0,15.0,11.11,9.0,0
18.0,31.0,2.0,1.0,21.0,24.0,22.0,0.21,8.0,14.0,0.64,67.0,8.0,0.33,103.0,0.0,20.0,0.91,59.3,70.19,292157.05,1.39,635.0,0.01,16230.95,4162.16,0.36,8.0,12.0,47.0,0.15,272.0,363.0,62.0,32.0,147.0,17.6,104.0,1
65.0,51.0,5.0,5.0,62.0,86.0,26.0,0.1,36.0,13.0,0.5,108.0,16.0,0.6,243.0,0.0,7.0,0.27,82.0,65.18,348324.33,1.78,858.0,0.02,19351.35,5344.33,0.62,25.0,44.0,84.0,0.07,277.0,581.0,51.0,24.0,377.0,21.61,248.0,1
14.0,9.0,8.0,6.0,17.0,16.0,5.0,0.13,8.0,3.0,0.6,28.0,1.0,0.0,33.0,0.0,5.0,1.0,48.04,17.21,14221.76,0.28,145.0,0.06,790.1,826.56,0.2,4.0,8.0,25.0,0.07,65.0,80.0,34.0,18.0,72.0,41.07,39.0,1
3.0,3.0,2.0,1.0,1.0,4.0,2.0,0.29,2.0,2.0,1.0,6.0,1.0,0.0,6.0,0.0,2.0,1.0,18.6,5.25,512.78,0.03,25.0,0.19,28.49,97.67,0.5,1.0,2.0,6.0,0.15,12.0,13.0,8.0,7.0,13.0,25.0,7.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,10.04,5.0,250.95,0.02,14.0,0.2,13.94,50.19,1.0,0.0,0.0,3.0,0.2,5.0,9.0,4.0,8.0,5.0,0.0,2.0,0
0.0,9.0,0.0,11.0,7.0,16.0,5.0,0.17,8.0,1.0,0.2,18.0,1.0,0.0,18.0,0.0,5.0,1.0,30.19,11.08,3704.76,0.11,75.0,0.09,205.82,334.46,0.2,4.0,8.0,15.0,0.12,32.0,43.0,13.0,9.0,42.0,50.0,29.0,0
4.0,19.0,5.0,5.0,11.0,36.0,10.0,0.26,16.0,6.0,0.6,39.0,4.0,0.33,34.0,0.0,7.0,0.7,42.38,16.67,11773.23,0.24,131.0,0.06,654.07,706.39,0.4,10.0,18.0,31.0,0.18,60.0,71.0,27.0,15.0,56.0,32.0,39.0,0
5.0,17.0,1.0,1.0,18.0,22.0,10.0,0.18,10.0,2.0,0.2,30.0,1.0,0.0,55.0,0.0,2.0,0.2,23.14,31.5,22962.22,0.24,141.0,0.03,1275.68,728.96,0.1,6.0,11.0,22.0,0.12,45.0,96.0,15.0,21.0,81.0,25.68,56.0,1
4.0,7.0,4.0,7.0,2.0,12.0,4.0,0.17,6.0,2.0,0.5,18.0,1.0,0.0,16.0,0.0,4.0,1.0,30.27,9.58,2777.89,0.1,58.0,0.1,154.33,290.0,0.25,3.0,6.0,16.0,0.13,28.0,30.0,19.0,13.0,31.0,36.0,23.0,0
0.0,5.0,3.0,0.0,1.0,6.0,3.0,0.33,2.0,3.0,1.0,12.0,3.0,1.0,9.0,0.0,2.0,0.67,29.17,5.33,829.81,0.05,36.0,0.19,46.1,155.59,1.0,2.0,3.0,11.0,0.25,16.0,20.0,12.0,8.0,12.0,10.0,9.0,0
