LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
3.0,5.0,0.0,0.0,3.0,2.0,3.0,7.0,13.41,9.64,1247.05,0.04,29.0,0.1,69.28,129.32,9.0,20.0,7.0,15.0,12.0,0
13.0,15.0,0.0,3.0,8.0,6.0,7.0,51.0,47.98,22.68,24683.0,0.36,185.0,0.04,1371.28,1088.29,71.0,114.0,36.0,23.0,69.0,1
3.0,23.0,0.0,0.0,12.0,8.0,5.0,45.0,26.95,58.0,90666.44,0.52,268.0,0.02,5037.02,1563.21,112.0,156.0,28.0,29.0,50.0,0
3.0,5.0,0.0,0.0,3.0,3.0,1.0,12.0,10.47,9.17,880.0,0.03,32.0,0.11,48.89,96.0,11.0,21.0,3.0,5.0,17.0,0
1.0,9.0,0.0,1.0,5.0,1.0,5.0,15.0,13.57,15.0,3053.4,0.07,45.0,0.07,169.63,203.56,16.0,29.0,8.0,15.0,20.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,13.88,4.0,222.03,0.02,15.0,0.25,12.33,55.51,5.0,10.0,5.0,8.0,10.0,0
5.0,43.0,10.0,8.0,22.0,8.0,12.0,92.0,49.17,44.79,98618.14,0.73,367.0,0.02,5478.79,2202.0,171.0,196.0,42.0,22.0,119.0,1
10.0,7.0,0.0,42.0,4.0,3.0,1.0,35.0,65.12,11.92,9246.81,0.26,143.0,0.08,513.71,775.96,55.0,88.0,30.0,13.0,87.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,20.38,4.58,428.1,0.03,27.0,0.22,23.78,93.4,11.0,16.0,6.0,5.0,10.0,0
9.0,29.0,0.0,4.0,15.0,15.0,11.0,62.0,91.8,18.04,29873.71,0.55,273.0,0.06,1659.65,1656.04,115.0,158.0,51.0,16.0,77.0,1
9.0,11.0,1.0,0.0,6.0,6.0,1.0,31.0,95.86,9.23,8168.29,0.29,156.0,0.11,453.79,884.9,60.0,96.0,39.0,12.0,43.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,7.11,7.5,400.05,0.02,19.0,0.13,22.22,53.34,6.0,13.0,2.0,5.0,6.0,0
2.0,5.0,0.0,2.0,3.0,3.0,1.0,29.0,29.58,14.63,6327.68,0.14,90.0,0.07,351.54,432.66,39.0,51.0,16.0,12.0,35.0,0
2.0,3.0,0.0,3.0,2.0,1.0,1.0,7.0,7.27,11.0,879.5,0.03,21.0,0.09,48.86,79.95,6.0,15.0,3.0,11.0,14.0,0
7.0,5.0,0.0,0.0,3.0,3.0,1.0,26.0,28.35,10.97,3410.3,0.1,64.0,0.09,189.46,310.91,27.0,37.0,16.0,13.0,35.0,0
3.0,3.0,4.0,0.0,2.0,2.0,1.0,10.0,39.23,4.27,714.12,0.06,37.0,0.23,39.67,167.37,16.0,21.0,15.0,8.0,19.0,0
7.0,11.0,2.0,0.0,7.0,4.0,1.0,38.0,41.08,17.04,11923.17,0.23,124.0,0.06,662.4,699.84,40.0,84.0,27.0,23.0,49.0,1
17.0,21.0,2.0,6.0,11.0,11.0,1.0,57.0,72.26,23.67,40473.12,0.57,300.0,0.04,2248.51,1710.13,142.0,158.0,39.0,13.0,85.0,0
2.0,3.0,0.0,2.0,2.0,2.0,1.0,17.0,33.15,9.18,2791.73,0.1,62.0,0.11,155.1,304.23,24.0,38.0,17.0,13.0,24.0,0
8.0,45.0,0.0,31.0,23.0,8.0,21.0,88.0,56.89,36.58,76123.38,0.69,323.0,0.03,4229.08,2081.07,139.0,184.0,57.0,30.0,127.0,1
6.0,11.0,0.0,0.0,6.0,3.0,4.0,39.0,43.45,20.3,17909.3,0.29,154.0,0.05,994.96,882.1,67.0,87.0,33.0,20.0,47.0,0
5.0,5.0,0.0,12.0,3.0,2.0,3.0,15.0,21.0,19.0,7581.2,0.13,83.0,0.05,421.18,399.01,38.0,45.0,14.0,14.0,32.0,0
1.0,7.0,0.0,0.0,4.0,4.0,1.0,7.0,26.47,8.0,1694.2,0.07,49.0,0.13,94.12,211.77,24.0,25.0,12.0,8.0,10.0,0
2.0,7.0,0.0,0.0,4.0,2.0,3.0,10.0,15.68,10.83,1840.77,0.06,40.0,0.09,102.26,169.92,10.0,30.0,6.0,13.0,14.0,0
2.0,3.0,1.0,0.0,2.0,2.0,1.0,17.0,30.98,8.8,2399.1,0.09,58.0,0.11,133.28,272.63,24.0,34.0,15.0,11.0,23.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,11.15,4.5,225.85,0.02,14.0,0.22,12.55,50.19,3.0,11.0,3.0,9.0,5.0,0
4.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,18.34,8.25,1247.96,0.05,35.0,0.12,69.33,151.27,11.0,24.0,8.0,12.0,15.0,1
2.0,9.0,0.0,0.0,5.0,2.0,5.0,27.0,24.38,23.74,13734.51,0.19,108.0,0.04,763.03,578.62,41.0,67.0,19.0,22.0,29.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,14.14,5.25,389.71,0.02,19.0,0.19,21.65,74.23,7.0,12.0,6.0,9.0,8.0,0
2.0,15.0,3.0,10.0,8.0,1.0,1.0,27.0,10.54,50.36,26723.14,0.18,119.0,0.02,1484.62,530.67,47.0,72.0,7.0,15.0,44.0,0
4.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,31.26,3.0,281.3,0.03,24.0,0.33,15.63,93.77,12.0,12.0,10.0,5.0,13.0,0
5.0,5.0,0.0,0.0,3.0,2.0,1.0,14.0,20.66,9.1,1710.65,0.06,41.0,0.11,95.04,187.98,13.0,28.0,10.0,14.0,21.0,1
11.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,3.0,6.0,3.0,5.0,17.0,0
34.0,187.0,0.0,34.0,94.0,68.0,52.0,393.0,177.24,71.81,913945.71,4.24,1756.0,0.01,50774.76,12727.36,696.0,1060.0,126.0,26.0,463.0,1
4.0,15.0,6.0,1.0,8.0,6.0,1.0,28.0,24.41,39.24,37586.82,0.32,180.0,0.03,2088.15,957.95,71.0,109.0,19.0,21.0,41.0,0
2.0,3.0,1.0,0.0,2.0,2.0,1.0,16.0,30.66,8.43,2180.22,0.09,55.0,0.12,121.12,258.51,23.0,32.0,15.0,11.0,22.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,12.63,2.0,50.53,0.01,9.0,0.5,2.81,25.27,3.0,6.0,3.0,4.0,5.0,0
2.0,7.0,0.0,1.0,4.0,1.0,1.0,8.0,11.15,9.17,936.71,0.03,25.0,0.11,52.04,102.19,10.0,15.0,6.0,11.0,13.0,0
1.0,7.0,0.0,0.0,4.0,3.0,3.0,14.0,20.96,9.75,1992.21,0.07,44.0,0.1,110.68,204.33,18.0,26.0,12.0,13.0,17.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,15.77,7.0,772.89,0.04,29.0,0.14,42.94,110.41,14.0,15.0,7.0,7.0,12.0,0
3.0,31.0,0.0,2.0,16.0,15.0,1.0,67.0,100.54,10.94,12035.65,0.37,204.0,0.09,668.65,1100.03,93.0,111.0,34.0,8.0,74.0,1
2.0,23.0,0.0,0.0,12.0,12.0,1.0,53.0,53.91,14.96,12065.36,0.27,156.0,0.07,670.3,806.51,68.0,88.0,25.0,11.0,59.0,0
2.0,6.0,0.0,0.0,5.0,5.0,1.0,28.0,31.91,12.8,5227.83,0.14,79.0,0.08,290.43,408.42,32.0,47.0,20.0,16.0,33.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,13.78,8.94,1101.01,0.04,29.0,0.11,61.17,123.19,13.0,16.0,8.0,11.0,10.0,0
2.0,9.0,0.0,0.0,5.0,5.0,1.0,27.0,29.13,8.77,2239.77,0.09,55.0,0.11,124.43,255.41,19.0,36.0,13.0,12.0,31.0,1
1.0,5.0,0.0,0.0,3.0,2.0,1.0,9.0,16.97,8.8,1314.18,0.05,34.0,0.11,73.01,149.34,16.0,18.0,10.0,11.0,12.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,11.2,5.25,308.75,0.02,17.0,0.19,17.15,58.81,6.0,11.0,4.0,7.0,8.0,0
1.0,5.0,0.0,0.0,3.0,1.0,3.0,9.0,21.28,6.5,898.96,0.05,32.0,0.15,49.94,138.3,13.0,19.0,10.0,10.0,12.0,0
3.0,11.0,0.0,6.0,6.0,1.0,5.0,20.0,15.59,20.0,6235.55,0.1,68.0,0.05,346.42,311.78,24.0,44.0,9.0,15.0,31.0,0
8.0,7.0,0.0,0.0,4.0,4.0,1.0,28.0,42.69,13.57,7854.69,0.19,112.0,0.07,436.37,579.03,48.0,64.0,23.0,13.0,39.0,1
2.0,5.0,0.0,0.0,3.0,1.0,1.0,18.0,23.88,19.41,9000.1,0.15,89.0,0.05,500.01,463.64,33.0,56.0,17.0,20.0,22.0,0
1.0,67.0,0.0,0.0,34.0,10.0,25.0,12.0,50.15,141.95,1010595.82,2.37,1312.0,0.01,56144.21,7119.26,271.0,1041.0,21.0,22.0,15.0,1
3.0,7.0,0.0,0.0,4.0,1.0,4.0,16.0,14.09,14.88,3117.7,0.07,47.0,0.07,173.21,209.59,17.0,30.0,8.0,14.0,21.0,0
1.0,9.0,0.0,0.0,5.0,5.0,1.0,20.0,18.65,21.25,8422.13,0.13,80.0,0.05,467.9,396.34,35.0,45.0,14.0,17.0,23.0,0
0.0,7.0,0.0,0.0,4.0,2.0,3.0,7.0,14.27,8.75,1092.56,0.04,28.0,0.11,60.7,124.86,10.0,18.0,8.0,14.0,9.0,0
5.0,11.0,2.0,4.0,6.0,5.0,3.0,18.0,22.65,14.15,4538.1,0.11,66.0,0.07,252.12,320.63,23.0,43.0,13.0,16.0,31.0,0
4.0,3.0,7.0,3.0,2.0,1.0,1.0,11.0,31.94,12.06,4641.39,0.13,77.0,0.08,257.85,385.0,31.0,46.0,18.0,14.0,27.0,0
1.0,3.0,0.0,1.0,2.0,2.0,1.0,8.0,23.09,3.57,294.48,0.03,23.0,0.28,16.36,82.45,10.0,13.0,7.0,5.0,12.0,0
13.0,47.0,0.0,4.0,24.0,10.0,1.0,85.0,139.76,15.67,34316.89,0.73,365.0,0.06,1906.49,2190.0,151.0,214.0,53.0,11.0,104.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,13.95,5.0,348.8,0.02,21.0,0.2,19.38,69.76,10.0,11.0,5.0,5.0,9.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,74.67,7.88,4639.32,0.2,134.0,0.13,257.74,588.57,67.0,67.0,17.0,4.0,24.0,0
6.0,9.0,0.0,0.0,5.0,2.0,1.0,20.0,40.65,10.17,4207.87,0.14,80.0,0.1,233.77,413.59,36.0,44.0,23.0,13.0,28.0,0
3.0,5.0,0.0,0.0,3.0,2.0,1.0,17.0,22.3,10.0,2229.72,0.07,50.0,0.1,123.87,222.97,20.0,30.0,11.0,11.0,22.0,0
23.0,73.0,0.0,42.0,37.0,6.0,18.0,170.0,30.81,110.38,375433.37,1.13,591.0,0.01,20857.41,3401.14,205.0,386.0,26.0,28.0,237.0,0
3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,40.39,3.54,506.68,0.05,35.0,0.28,28.15,143.06,17.0,18.0,12.0,5.0,10.0,1
0.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,13.33,6.6,580.8,0.03,22.0,0.15,32.27,88.0,6.0,16.0,5.0,11.0,6.0,1
102.0,36.0,13.0,120.0,25.0,24.0,1.0,384.0,149.63,106.91,1710253.62,5.33,2049.0,0.01,95014.09,15997.27,784.0,1265.0,176.0,48.0,621.0,1
9.0,7.0,0.0,7.0,4.0,4.0,1.0,21.0,35.33,7.94,2227.8,0.09,59.0,0.13,123.77,280.54,27.0,32.0,17.0,10.0,39.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,72.06,11.11,8896.34,0.27,177.0,0.09,494.24,800.67,80.0,97.0,18.0,5.0,20.0,0
1.0,7.0,1.0,0.0,4.0,3.0,1.0,23.0,21.05,21.27,9526.62,0.15,99.0,0.05,529.26,447.83,39.0,60.0,11.0,12.0,27.0,0
16.0,35.0,2.0,36.0,18.0,12.0,16.0,117.0,85.63,35.5,107919.29,1.01,466.0,0.03,5995.52,3039.98,213.0,253.0,69.0,23.0,171.0,0
2.0,7.0,0.0,0.0,4.0,1.0,3.0,7.0,11.59,9.17,974.18,0.04,26.0,0.11,54.12,106.27,10.0,16.0,6.0,11.0,11.0,0
3.0,89.0,0.0,7.0,45.0,24.0,45.0,65.0,42.04,51.37,110945.24,0.72,391.0,0.02,6163.62,2159.71,146.0,245.0,27.0,19.0,78.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,16.71,5.14,442.04,0.03,22.0,0.19,24.56,85.95,9.0,13.0,7.0,8.0,9.0,0
5.0,9.0,0.0,0.0,5.0,4.0,1.0,22.0,43.03,12.86,7112.34,0.18,107.0,0.08,395.13,553.18,36.0,71.0,21.0,15.0,29.0,0
4.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,23.84,8.73,1816.0,0.07,46.0,0.11,100.89,208.08,16.0,30.0,11.0,12.0,17.0,1
3.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,22.81,8.73,1737.05,0.07,44.0,0.11,96.5,199.04,16.0,28.0,11.0,12.0,15.0,0
4.0,23.0,0.0,5.0,12.0,9.0,10.0,33.0,31.28,27.5,23652.32,0.29,154.0,0.04,1314.02,860.08,65.0,89.0,26.0,22.0,44.0,1
3.0,3.0,0.0,1.0,2.0,2.0,1.0,12.0,21.15,10.0,2115.2,0.07,45.0,0.1,117.51,211.52,20.0,25.0,13.0,13.0,18.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,31.53,3.5,386.27,0.04,27.0,0.29,21.46,110.36,10.0,17.0,10.0,7.0,13.0,0
3.0,5.0,0.0,2.0,3.0,2.0,1.0,15.0,14.15,22.31,7045.89,0.11,68.0,0.04,391.44,315.78,21.0,47.0,8.0,17.0,22.0,0
14.0,5.0,20.0,5.0,3.0,3.0,1.0,58.0,114.02,14.78,24894.09,0.56,265.0,0.07,1383.0,1684.75,132.0,133.0,67.0,15.0,99.0,0
2.0,3.0,0.0,6.0,2.0,2.0,1.0,8.0,39.82,3.75,560.02,0.05,34.0,0.27,31.11,149.34,15.0,19.0,14.0,7.0,18.0,0
1.0,11.0,0.0,1.0,6.0,3.0,1.0,15.0,15.32,19.5,5826.25,0.1,67.0,0.05,323.68,298.78,27.0,40.0,9.0,13.0,20.0,0
3.0,15.0,0.0,0.0,8.0,2.0,6.0,18.0,13.16,31.0,12649.91,0.14,89.0,0.03,702.77,408.06,31.0,58.0,8.0,16.0,23.0,0
10.0,19.0,0.0,8.0,10.0,4.0,8.0,73.0,57.31,33.14,62941.53,0.63,312.0,0.03,3496.75,1899.29,114.0,198.0,43.0,25.0,94.0,0
2.0,5.0,0.0,1.0,3.0,3.0,1.0,61.0,172.88,7.5,9724.72,0.43,213.0,0.13,540.26,1296.63,87.0,126.0,58.0,10.0,66.0,1
3.0,5.0,0.0,4.0,3.0,3.0,1.0,17.0,40.93,6.05,1499.58,0.08,51.0,0.17,83.31,247.76,23.0,28.0,19.0,10.0,26.0,0
3.0,9.0,0.0,7.0,5.0,3.0,5.0,14.0,21.83,13.71,4104.96,0.1,61.0,0.07,228.05,299.32,24.0,37.0,14.0,16.0,26.0,0
6.0,7.0,0.0,6.0,4.0,4.0,1.0,23.0,36.59,10.15,3769.56,0.12,73.0,0.1,209.42,371.38,29.0,44.0,20.0,14.0,37.0,1
9.0,22.0,2.0,13.0,12.0,7.0,9.0,86.0,42.8,49.62,105396.32,0.71,354.0,0.02,5855.35,2124.0,136.0,218.0,37.0,27.0,112.0,1
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,15.5,3.0,139.52,0.02,14.0,0.33,7.75,46.51,6.0,8.0,5.0,5.0,7.0,0
7.0,15.0,0.0,0.0,8.0,7.0,1.0,54.0,31.79,30.4,29383.61,0.32,176.0,0.03,1632.42,966.57,76.0,100.0,25.0,20.0,63.0,0
20.0,55.0,0.0,45.0,28.0,8.0,20.0,119.0,28.26,89.59,226792.97,0.84,434.0,0.01,12599.61,2531.47,173.0,261.0,28.0,29.0,186.0,1
4.0,3.0,0.0,3.0,2.0,1.0,1.0,10.0,14.93,12.25,2239.75,0.06,41.0,0.08,124.43,182.84,14.0,27.0,8.0,14.0,19.0,0
6.0,33.0,7.0,10.0,17.0,11.0,8.0,70.0,35.96,51.15,94089.63,0.61,333.0,0.02,5227.2,1839.35,133.0,200.0,26.0,20.0,95.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.4,5.83,251.91,0.01,13.0,0.17,14.0,43.19,5.0,8.0,3.0,7.0,4.0,0
1.0,14.0,1.0,0.0,9.0,2.0,1.0,31.0,25.19,15.0,5667.46,0.13,77.0,0.07,314.86,377.83,30.0,47.0,15.0,15.0,35.0,0
0.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,20.77,4.5,420.54,0.03,22.0,0.22,23.36,93.45,10.0,12.0,10.0,9.0,5.0,0
4.0,15.0,1.0,4.0,8.0,4.0,7.0,24.0,16.78,22.1,8197.6,0.12,82.0,0.05,455.42,370.93,34.0,48.0,10.0,13.0,38.0,0
22.0,27.0,0.0,17.0,14.0,12.0,6.0,90.0,97.88,29.93,87650.65,0.98,462.0,0.03,4869.48,2929.01,171.0,291.0,60.0,21.0,132.0,1
2.0,9.0,0.0,1.0,5.0,3.0,5.0,18.0,37.81,12.32,5735.39,0.16,94.0,0.08,318.63,465.69,39.0,55.0,19.0,12.0,23.0,0
3.0,5.0,0.0,0.0,3.0,2.0,1.0,10.0,15.98,13.36,2854.71,0.07,46.0,0.07,158.59,213.62,21.0,25.0,11.0,14.0,15.0,0
25.0,15.0,0.0,5.0,8.0,7.0,1.0,80.0,73.04,51.02,190109.0,1.24,602.0,0.02,10561.61,3726.27,290.0,312.0,54.0,19.0,112.0,0
4.0,11.0,0.0,0.0,6.0,6.0,1.0,21.0,33.67,19.34,12595.49,0.22,128.0,0.05,699.75,651.2,49.0,79.0,19.0,15.0,27.0,0
3.0,21.0,0.0,9.0,11.0,7.0,8.0,18.0,26.25,25.78,17442.08,0.23,133.0,0.04,969.0,676.63,58.0,75.0,18.0,16.0,32.0,0
4.0,11.0,2.0,0.0,6.0,4.0,1.0,29.0,22.09,23.75,12459.65,0.17,104.0,0.04,692.2,524.62,35.0,69.0,14.0,19.0,37.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,16.73,4.5,338.78,0.03,21.0,0.22,18.82,75.28,9.0,12.0,6.0,6.0,11.0,0
7.0,5.0,0.0,0.0,3.0,3.0,1.0,37.0,48.39,14.64,10372.23,0.24,136.0,0.07,576.24,708.49,61.0,75.0,25.0,12.0,46.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,52.25,4.6,1105.69,0.08,50.0,0.22,61.43,240.37,23.0,27.0,20.0,8.0,12.0,0
43.0,76.0,1.0,7.0,40.0,21.0,29.0,206.0,146.78,51.42,388080.02,2.52,981.0,0.02,21560.0,7547.31,443.0,538.0,168.0,39.0,257.0,0
9.0,13.0,7.0,5.0,7.0,5.0,5.0,62.0,69.74,24.32,41232.7,0.57,269.0,0.04,2290.71,1695.72,126.0,143.0,57.0,22.0,83.0,0
16.0,17.0,0.0,5.0,9.0,1.0,1.0,65.0,38.1,37.3,53017.44,0.47,236.0,0.03,2945.41,1421.28,105.0,131.0,38.0,27.0,88.0,1
6.0,5.0,1.0,4.0,3.0,3.0,1.0,16.0,41.7,11.63,5641.32,0.16,97.0,0.09,313.41,485.0,34.0,63.0,19.0,13.0,29.0,1
6.0,47.0,0.0,18.0,24.0,20.0,23.0,59.0,48.07,30.65,45141.75,0.49,261.0,0.03,2507.87,1473.05,100.0,161.0,31.0,19.0,85.0,1
3.0,3.0,0.0,0.0,2.0,1.0,1.0,10.0,27.82,6.0,1001.45,0.06,38.0,0.17,55.64,166.91,16.0,22.0,12.0,9.0,15.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,21.21,7.0,1039.23,0.05,38.0,0.14,57.74,148.46,16.0,22.0,8.0,7.0,8.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,42.98,4.38,822.6,0.06,46.0,0.23,45.7,188.02,21.0,25.0,12.0,5.0,13.0,0
5.0,11.0,2.0,0.0,6.0,6.0,1.0,34.0,56.63,16.0,14498.49,0.3,165.0,0.06,805.47,906.16,58.0,107.0,29.0,16.0,45.0,1
1.0,13.0,0.0,0.0,7.0,5.0,1.0,27.0,24.49,19.0,8841.53,0.16,99.0,0.05,491.2,465.34,38.0,61.0,13.0,13.0,30.0,0
2.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,29.39,5.0,734.73,0.05,34.0,0.2,40.82,146.95,15.0,19.0,12.0,8.0,16.0,0
14.0,7.0,0.0,1.0,4.0,4.0,1.0,28.0,33.26,11.92,4723.0,0.13,80.0,0.08,262.39,396.34,33.0,47.0,18.0,13.0,46.0,1
4.0,7.0,0.0,1.0,4.0,2.0,1.0,16.0,17.23,16.36,4614.98,0.09,60.0,0.06,256.39,282.03,24.0,36.0,11.0,15.0,23.0,0
7.0,7.0,0.0,3.0,4.0,1.0,3.0,43.0,28.38,33.41,31685.92,0.32,188.0,0.03,1760.33,948.35,71.0,117.0,17.0,16.0,55.0,1
0.0,15.0,0.0,0.0,8.0,7.0,1.0,33.0,33.43,10.55,3718.1,0.12,83.0,0.09,206.56,352.58,29.0,54.0,11.0,8.0,36.0,0
8.0,7.0,0.0,8.0,4.0,4.0,1.0,33.0,58.68,19.91,23271.64,0.39,205.0,0.05,1292.87,1168.59,82.0,123.0,35.0,17.0,51.0,0
3.0,5.0,1.0,3.0,3.0,2.0,1.0,22.0,30.9,17.26,9208.95,0.18,104.0,0.06,511.61,533.45,41.0,63.0,19.0,16.0,29.0,0
0.0,3.0,0.0,4.0,2.0,2.0,1.0,6.0,23.87,14.5,5018.88,0.12,72.0,0.07,278.83,346.13,29.0,43.0,14.0,14.0,13.0,0
105.0,344.0,9.0,40.0,207.0,171.0,58.0,1124.0,122.6,269.46,8901671.32,11.01,3848.0,0.0,494537.33,33034.94,1432.0,2416.0,279.0,105.0,1280.0,1
1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,32.25,2.0,129.06,0.02,18.0,0.5,7.17,64.53,8.0,10.0,8.0,4.0,6.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,11.43,7.7,677.6,0.03,22.0,0.13,37.64,88.0,7.0,15.0,5.0,11.0,8.0,0
3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,12.33,7.2,639.44,0.03,24.0,0.14,35.52,88.81,9.0,15.0,5.0,8.0,10.0,0
7.0,9.0,0.0,0.0,5.0,4.0,1.0,32.0,40.03,21.8,19030.75,0.29,164.0,0.05,1057.26,872.8,59.0,105.0,23.0,17.0,41.0,1
0.0,6.0,0.0,0.0,4.0,2.0,1.0,18.0,27.07,14.58,5758.04,0.13,84.0,0.07,319.89,394.84,25.0,59.0,12.0,14.0,20.0,0
1.0,4.0,0.0,0.0,3.0,3.0,1.0,18.0,28.04,10.5,3091.34,0.1,60.0,0.1,171.74,294.41,24.0,36.0,16.0,14.0,27.0,0
5.0,6.0,0.0,0.0,4.0,4.0,1.0,21.0,23.99,13.5,4372.04,0.11,66.0,0.07,242.89,323.85,27.0,39.0,15.0,15.0,31.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,46.64,3.43,548.27,0.05,37.0,0.29,30.46,159.91,16.0,21.0,14.0,6.0,14.0,0
21.0,59.0,0.0,7.0,30.0,17.0,22.0,129.0,76.37,47.36,171338.24,1.21,569.0,0.02,9518.79,3617.45,243.0,326.0,59.0,23.0,159.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,3.33,100.0,0.01,10.0,0.3,5.56,30.0,4.0,6.0,3.0,5.0,4.0,0
2.0,5.0,0.0,0.0,3.0,2.0,1.0,10.0,22.3,7.8,1356.56,0.06,39.0,0.13,75.36,173.92,13.0,26.0,10.0,12.0,14.0,0
2.0,5.0,0.0,0.0,3.0,3.0,1.0,13.0,19.95,9.39,1758.5,0.06,42.0,0.11,97.69,187.3,13.0,29.0,9.0,13.0,17.0,1
25.0,19.0,2.0,27.0,10.0,7.0,3.0,77.0,52.56,34.5,62562.83,0.6,307.0,0.03,3475.71,1813.42,138.0,169.0,40.0,20.0,136.0,1
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,6.0,9.0,6.0,6.0,7.0,0
5.0,17.0,0.0,9.0,9.0,7.0,5.0,19.0,41.98,26.21,28833.81,0.37,197.0,0.04,1601.88,1100.24,80.0,117.0,29.0,19.0,35.0,0
22.0,24.0,0.0,2.0,21.0,21.0,1.0,97.0,49.54,44.76,99237.48,0.74,333.0,0.02,5513.19,2217.18,131.0,202.0,60.0,41.0,123.0,1
0.0,3.0,0.0,0.0,2.0,1.0,1.0,9.0,12.33,7.2,639.44,0.03,24.0,0.14,35.52,88.81,9.0,15.0,5.0,8.0,11.0,0
4.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,30.95,4.67,674.0,0.05,34.0,0.21,37.44,144.43,16.0,18.0,12.0,7.0,13.0,0
13.0,7.0,0.0,0.0,4.0,3.0,4.0,32.0,44.65,14.4,9257.85,0.21,120.0,0.07,514.32,642.91,45.0,75.0,25.0,16.0,47.0,1
4.0,9.0,0.0,3.0,5.0,3.0,1.0,36.0,50.45,17.82,16025.69,0.3,161.0,0.06,890.32,899.18,65.0,96.0,31.0,17.0,46.0,0
23.0,35.0,0.0,35.0,18.0,14.0,1.0,111.0,107.99,34.46,128201.25,1.24,579.0,0.03,7122.29,3720.81,243.0,336.0,67.0,19.0,171.0,1
2.0,25.0,0.0,23.0,1.0,1.0,1.0,37.0,32.8,26.53,23077.33,0.29,167.0,0.04,1282.07,869.98,56.0,111.0,19.0,18.0,64.0,0
5.0,5.0,0.0,9.0,3.0,2.0,1.0,20.0,24.87,17.94,8007.67,0.15,87.0,0.06,444.87,446.25,38.0,49.0,18.0,17.0,36.0,0
3.0,3.0,1.0,0.0,2.0,1.0,1.0,11.0,21.21,8.0,1357.15,0.06,37.0,0.13,75.4,169.64,16.0,21.0,12.0,12.0,17.0,0
1.0,9.0,0.0,0.0,5.0,1.0,5.0,12.0,8.98,22.5,4546.05,0.07,46.0,0.04,252.56,202.05,18.0,28.0,6.0,15.0,15.0,0
3.0,5.0,0.0,0.0,3.0,3.0,1.0,20.0,27.85,12.69,4482.44,0.12,72.0,0.08,249.02,353.3,29.0,43.0,16.0,14.0,25.0,0
2.0,27.0,0.0,0.0,14.0,13.0,9.0,78.0,55.63,35.38,69630.72,0.66,342.0,0.03,3868.37,1968.17,154.0,188.0,37.0,17.0,83.0,1
